published_utc,run_date,comp,fixture_id,kickoff_utc,league,home,away,model,p_HOME_WIN,p_DRAW,p_AWAY_WIN,p_OVER_1_5,p_OVER_2_5,p_UNDER_2_5,p_UNDER_3_5,p_BTTS,p_GOALS_1_3,p_GOALS_2_3,p_UPSET,backed
2026-09-18T07:15:29Z,2026-09-18,leagues,1520881,2026-09-18T23:30:00Z,Serie_B_Brazil,Ceara,Novorizontino,v3/binary,0.1598,0.3230,0.5172,0.6832,0.4223,0.5566,0.7519,0.4930,0.7479,0.4530,0.3911,
2026-09-18T07:15:29Z,2026-09-18,leagues,1493140,2026-09-18T21:00:00Z,Liga_Profesional_Argentina,Central Cordoba de Santiago,Defensa Y Justicia,v3/binary,0.4090,0.2819,0.3090,0.6282,0.3712,0.6453,0.9105,0.4450,0.8049,0.5024,0.2951,
2026-09-18T07:15:29Z,2026-09-18,leagues,1559162,2026-09-18T18:00:00Z,Belgium_Challenger_Pro,Club Brugge II,KAA Gent II,v3/binary,0.5266,0.2324,0.2410,0.7237,0.5557,0.4335,0.5031,0.5306,0.4530,0.2925,0.3097,
2026-09-18T07:15:29Z,2026-09-18,leagues,1551798,2026-09-18T18:00:00Z,Eerste_Divisie,Den Bosch,Helmond Sport,v3/binary,0.4942,0.3674,0.1384,0.8270,0.5256,0.4558,0.6531,0.6697,0.6110,0.4902,0.2711,
2026-09-18T07:15:29Z,2026-09-18,leagues,1492772,2026-09-18T18:45:00Z,Irish_Premier_Division,Derry City,Galway United,v3/binary,0.4980,0.4027,0.0993,0.7916,0.4299,0.5708,0.8135,0.6095,0.7505,0.6219,0.0836,
2026-09-18T07:15:29Z,2026-09-18,leagues,1492773,2026-09-18T18:45:00Z,Irish_Premier_Division,Dundalk,Shelbourne,v3/binary,0.2622,0.3170,0.4208,0.8443,0.5839,0.3962,0.7696,0.7354,0.7194,0.5978,0.2204,
2026-09-18T07:15:29Z,2026-09-18,leagues,1570397,2026-09-18T19:00:00Z,La_Liga,Espanyol,Elche,v3/binary,0.5873,0.2491,0.1162,0.7079,0.4481,0.5396,0.8180,0.6193,0.7577,0.5670,0.2112,HOME_WIN
2026-09-18T07:15:29Z,2026-09-18,leagues,1497705,2026-09-18T17:00:00Z,Superettan,Falkenbergs FF,Ostersunds FK,v3/binary,0.4983,0.2947,0.2070,0.6691,0.3817,0.6093,0.7639,0.4446,0.6921,0.4609,0.2496,
2026-09-18T07:15:29Z,2026-09-18,leagues,1567910,2026-09-18T18:30:00Z,Austrian_2_Liga,FC BW Linz,Admira Wacker,v3/binary,0.6955,0.2562,0.0484,0.7466,0.6379,0.3723,0.7859,0.3756,0.7419,0.5842,0.0696,
2026-09-18T07:15:29Z,2026-09-18,leagues,1551799,2026-09-18T18:00:00Z,Eerste_Divisie,FC Eindhoven,Emmen,v3/binary,0.3704,0.2077,0.4219,0.7150,0.7067,0.2713,0.5511,0.5840,0.5657,0.2767,0.3145,ASIAN_OVER_2_0
2026-09-18T07:15:29Z,2026-09-18,leagues,1551803,2026-09-18T18:00:00Z,Eerste_Divisie,FC OSS,Dordrecht,v3/binary,0.3495,0.2732,0.3774,0.9500,0.7040,0.2814,0.6313,0.7590,0.5934,0.5755,0.2912,ASIAN_OVER_2_0
2026-09-18T07:15:29Z,2026-09-18,leagues,1555058,2026-09-18T17:30:00Z,Swiss_Challenge_League,FC WIL 1900,Stade Nyonnais,v3/binary,0.6389,0.0663,0.3233,0.9003,0.7549,0.2372,0.4343,0.6150,0.4558,0.3596,0.0753,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1555060,2026-09-18T18:15:00Z,Swiss_Challenge_League,FC Winterthur,FC Aarau,v3/binary,0.5048,0.3272,0.1803,0.9500,0.7971,0.2098,0.5431,0.6949,0.4761,0.5145,0.2170,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1567911,2026-09-18T16:30:00Z,Austrian_2_Liga,Floridsdorfer AC,FC Liefering,v3/binary,0.3791,0.1012,0.5197,0.7237,0.6233,0.3950,0.4999,0.3990,0.4906,0.2876,0.4711,
2026-09-18T07:15:29Z,2026-09-18,leagues,1559163,2026-09-18T18:00:00Z,Belgium_Challenger_Pro,Francs Borains,RSC Anderlecht II,v3/binary,0.6783,0.2294,0.0923,0.8188,0.6160,0.4087,0.5465,0.3929,0.4304,0.3042,0.0800,
2026-09-18T07:15:29Z,2026-09-18,leagues,1558635,2026-09-18T18:45:00Z,Belgium_Pro_League,Gent,Standard Liege,v3/binary,0.4015,0.4123,0.2023,0.6681,0.3450,0.6544,0.8881,0.4231,0.6285,0.5686,0.2256,DRAW
2026-09-18T07:15:29Z,2026-09-18,leagues,1638099,2026-09-18T16:00:00Z,Veikkausliiga_Finland,Gnistan,HJK Helsinki,v3/binary,0.0932,0.2645,0.6423,0.8531,0.7021,0.3018,0.4782,0.7014,0.4798,0.3746,0.3791,OVER_2_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1552479,2026-09-18T18:00:00Z,Ligue_2,Grenoble,Clermont Foot,v3/binary,0.3561,0.4395,0.2044,0.4907,0.3194,0.6594,0.8161,0.5250,0.6706,0.3174,0.3123,
2026-09-18T07:15:29Z,2026-09-18,leagues,1552173,2026-09-18T18:00:00Z,Eredivisie,Groningen,PEC Zwolle,v3/binary,0.7170,0.2173,0.0657,0.9457,0.5752,0.4266,0.7041,0.5719,0.6313,0.5437,0.0928,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1523230,2026-09-18T11:35:00Z,Chinese_Super_League,Hangzhou Greentown,Wuhan Three Towns,v3/binary,0.4912,0.3834,0.1254,0.8832,0.8257,0.2042,0.3166,0.7480,0.2835,0.2290,0.1726,OVER_2_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1555508,2026-09-18T12:45:00Z,Israeli_Premier_League,Hapoel Tel Aviv,Hapoel Petah Tikva,v3/binary,0.7074,0.2151,0.0775,0.6783,0.4160,0.5778,0.6561,0.3780,0.6468,0.3845,0.1030,
2026-09-18T07:15:29Z,2026-09-18,leagues,1551800,2026-09-18T18:00:00Z,Eerste_Divisie,Jong Ajax,Roda,v3/binary,0.1353,0.2166,0.6481,0.7853,0.5136,0.4631,0.7067,0.5967,0.6555,0.5031,0.5066,
2026-09-18T07:15:29Z,2026-09-18,leagues,1551801,2026-09-18T18:00:00Z,Eerste_Divisie,Jong AZ,FC Volendam,v3/binary,0.2139,0.1914,0.5947,0.9500,0.5450,0.4257,0.6752,0.5819,0.5888,0.5236,0.4630,
2026-09-18T07:15:29Z,2026-09-18,leagues,1551802,2026-09-18T18:00:00Z,Eerste_Divisie,Jong Utrecht,VVV Venlo,v3/binary,0.5755,0.1886,0.2359,0.8095,0.6519,0.3771,0.7112,0.5340,0.6767,0.4372,0.3820,ASIAN_OVER_2_0
2026-09-18T07:15:29Z,2026-09-18,leagues,1601537,2026-09-18T18:30:00Z,Serie_B_Italy,Juve Stabia,Cesena,v3/binary,0.4219,0.4719,0.1256,0.7261,0.3481,0.6198,0.7374,0.5409,0.5646,0.4596,0.1882,DRAW
2026-09-18T07:15:29Z,2026-09-18,leagues,1584418,2026-09-18T17:00:00Z,Super_Lig_Turkey,Kasımpaşa,Konyaspor,v3/binary,0.5111,0.2569,0.2320,0.8137,0.4874,0.5222,0.8427,0.4409,0.8284,0.5980,0.2770,
2026-09-18T07:15:29Z,2026-09-18,leagues,1551346,2026-09-18T17:00:00Z,Danish_1st_Division,Kolding IF,Hillerød,v3/binary,0.6837,0.1781,0.1382,0.8934,0.5809,0.4233,0.6825,0.5267,0.7352,0.6001,0.1254,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1638083,2026-09-18T15:00:00Z,Veikkausliiga_Finland,Lahti,FF Jaro,v3/binary,0.6406,0.1115,0.2436,0.8688,0.6802,0.3337,0.6661,0.5924,0.5708,0.5052,0.2010,ASIAN_OVER_2_0
2026-09-18T07:15:29Z,2026-09-18,leagues,1552481,2026-09-18T18:00:00Z,Ligue_2,Laval,Sochaux,v3/binary,0.4307,0.4259,0.1434,0.7847,0.5902,0.3952,0.6399,0.5677,0.5273,0.4275,0.1467,
2026-09-18T07:15:29Z,2026-09-18,leagues,1549024,2026-09-18T17:00:00Z,Danish_Superliga,Lyngby,Silkeborg,v3/binary,0.5102,0.1622,0.3276,0.9500,0.7863,0.2070,0.4696,0.6896,0.4131,0.4170,0.2504,OVER_2_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1552769,2026-09-18T18:45:00Z,Ligue_1,Monaco,Lens,v3/binary,0.5465,0.2403,0.2132,0.9007,0.7847,0.2007,0.5313,0.7393,0.5211,0.4747,0.3974,
2026-09-18T07:15:29Z,2026-09-18,leagues,1550133,2026-09-18T18:45:00Z,Serie_A_Italy,Monza,Sassuolo,v3/binary,0.3997,0.2838,0.3166,0.8259,0.4949,0.4801,0.7797,0.5968,0.7161,0.5976,0.3218,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1585766,2026-09-18T17:00:00Z,1_Lig_Turkey,Muğlaspor,Iğdır FK,v3/binary,0.1357,0.3155,0.5489,0.6845,0.3823,0.6336,0.8555,0.3962,0.7124,0.4725,0.3334,
2026-09-18T07:15:29Z,2026-09-18,leagues,1555059,2026-09-18T17:30:00Z,Swiss_Challenge_League,Neuchatel Xamax FC,Rapperswil,v3/binary,0.5940,0.0888,0.3478,0.9500,0.8088,0.1926,0.5042,0.7905,0.5025,0.4929,0.1661,HOME_WIN
2026-09-18T07:15:29Z,2026-09-18,leagues,1490481,2026-09-18T23:30:00Z,MLS,New York City FC,New York Red Bulls,v3/binary,0.4655,0.1391,0.3954,0.7061,0.6109,0.4264,0.5670,0.5801,0.5015,0.3122,0.2382,
2026-09-18T07:15:29Z,2026-09-18,leagues,1555708,2026-09-18T10:00:00Z,J3_League,Osaka,Fukushima United,v3/binary,0.5421,0.0854,0.3725,0.6876,0.6155,0.3990,0.7764,0.5520,0.7524,0.4605,0.2887,
2026-09-18T07:15:29Z,2026-09-18,leagues,1552483,2026-09-18T18:00:00Z,Ligue_2,PAU,Dunkerque,v3/binary,0.4671,0.2005,0.3323,0.7225,0.5993,0.3925,0.5656,0.6553,0.4788,0.3249,0.4077,
2026-09-18T07:15:29Z,2026-09-18,leagues,1558226,2026-09-18T18:45:00Z,Polish_1_Liga,Polonia Bytom,Ruch Chorzów,v3/binary,0.3726,0.2101,0.4173,0.9313,0.6884,0.3206,0.5063,0.7370,0.5030,0.5179,0.3029,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1560247,2026-09-18T17:30:00Z,Hungarian_NB_I,Puskas Academy,Budapest Honved,v3/binary,0.3013,0.3244,0.3742,0.8714,0.6464,0.3545,0.5465,0.7115,0.4402,0.4199,0.3769,ASIAN_OVER_2_0
2026-09-18T07:15:29Z,2026-09-18,leagues,1556859,2026-09-18T18:30:00Z,Scottish_Championship,Queen's Park,Ayr Utd,v3/binary,0.2807,0.2899,0.4295,0.6986,0.2791,0.7224,0.9500,0.4225,0.8393,0.6048,0.3585,
2026-09-18T07:15:29Z,2026-09-18,leagues,1561935,2026-09-18T17:30:00Z,Austrian_Bundesliga,Rapid Vienna,WSG Wattens,v3/binary,0.7374,0.1380,0.0481,0.8329,0.6439,0.3606,0.5396,0.5041,0.5477,0.4121,0.1984,HOME_WIN
2026-09-18T07:15:29Z,2026-09-18,leagues,1565257,2026-09-18T18:00:00Z,Romania_Liga1,Rapid,Arges Pitesti,v3/binary,0.6107,0.3158,0.0735,0.5844,0.3362,0.6511,0.7981,0.4010,0.6800,0.3257,0.1686,
2026-09-18T07:15:29Z,2026-09-18,leagues,1552484,2026-09-18T18:00:00Z,Ligue_2,Reims,Montpellier,v3/binary,0.3556,0.4509,0.1935,0.7976,0.4044,0.5815,0.8179,0.6282,0.5837,0.6012,0.2394,
2026-09-18T07:15:29Z,2026-09-18,leagues,1561660,2026-09-18T14:30:00Z,Polish_2_Liga,Rekord Bielsko-Biała,Świt Skolwin,v3/binary,0.7052,0.1444,0.1504,0.7736,0.5159,0.5084,0.6941,0.4673,0.6200,0.4515,0.0600,
2026-09-18T07:15:29Z,2026-09-18,leagues,1555705,2026-09-18T10:00:00Z,J3_League,Roasso Kumamoto,Matsumoto Yamaga,v3/binary,0.3346,0.3709,0.2945,0.5819,0.3272,0.6728,0.8190,0.4903,0.6962,0.4217,0.1733,
2026-09-18T07:15:29Z,2026-09-18,leagues,1552485,2026-09-18T18:00:00Z,Ligue_2,Rodez,Nancy,v3/binary,0.2991,0.3976,0.3033,0.8413,0.6474,0.3269,0.6522,0.6936,0.5053,0.4624,0.2536,
2026-09-18T07:15:29Z,2026-09-18,leagues,1548535,2026-09-18T18:00:00Z,Croatia_HNL,Rudes,NK Slaven Belupo,v3/binary,0.3033,0.2331,0.4635,0.8571,0.6046,0.3617,0.5982,0.6115,0.5939,0.4223,0.2124,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1494768,2026-09-18T17:00:00Z,Eliteserien,Sarpsborg 08 FF,KFUM Oslo,v3/binary,0.5528,0.1998,0.2474,0.8567,0.5677,0.4431,0.6927,0.6044,0.6812,0.5303,0.2788,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1555057,2026-09-18T17:30:00Z,Swiss_Challenge_League,SC Kriens,Étoile Carouge,v3/binary,0.4897,0.1542,0.3561,0.9500,0.4871,0.4998,0.7640,0.4722,0.7208,0.6059,0.4359,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1492774,2026-09-18T19:00:00Z,Irish_Premier_Division,Shamrock Rovers,Waterford,v3/binary,0.7255,0.2057,0.0687,0.8087,0.6328,0.3438,0.7893,0.7038,0.7299,0.6041,0.1456,
2026-09-18T07:15:29Z,2026-09-18,leagues,1638084,2026-09-18T15:00:00Z,Veikkausliiga_Finland,SJK,Mariehamn,v3/binary,0.6076,0.2967,0.0970,0.9500,0.6492,0.3514,0.7572,0.6442,0.7108,0.6275,0.0500,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,leagues,1551115,2026-09-18T17:00:00Z,Bulgaria_First_League,Slavia Sofia,CSKA 1948,v3/binary,0.2649,0.2500,0.4851,0.7037,0.3812,0.6182,0.9112,0.4567,0.8140,0.6133,0.4268,
2026-09-18T07:15:29Z,2026-09-18,leagues,1561662,2026-09-18T14:00:00Z,Polish_2_Liga,Sokół Kleczew,Avia Świdnik,v3/binary,0.4424,0.1969,0.3607,0.7443,0.5410,0.4847,0.7977,0.3923,0.6886,0.5250,0.3035,
2026-09-18T07:15:29Z,2026-09-18,leagues,1576181,2026-09-18T16:30:00Z,Germany_2_Bundesliga,SpVgg Greuther Fürth,1. FC Magdeburg,v3/binary,0.4289,0.2179,0.3532,0.7741,0.4843,0.5387,0.7299,0.5482,0.6501,0.4397,0.5217,UPSET
2026-09-18T07:15:29Z,2026-09-18,leagues,1567913,2026-09-18T16:30:00Z,Austrian_2_Liga,SV Kapfenberg,SKU Amstetten,v3/binary,0.2138,0.2064,0.5798,0.7605,0.6200,0.4018,0.6966,0.4628,0.6263,0.4381,0.4859,
2026-09-18T07:15:29Z,2026-09-18,leagues,1565262,2026-09-18T15:00:00Z,Romania_Liga1,Uta Arad,Sepsi OSK Sfantu Gheorghe,v3/binary,0.5590,0.3309,0.1038,0.5553,0.3640,0.6538,0.8016,0.4220,0.6528,0.3592,0.2076,DRAW
2026-09-18T07:15:29Z,2026-09-18,leagues,1584011,2026-09-18T17:00:00Z,Germany_3_Liga,Verl,Würzburger Kickers,v3/binary,0.6988,0.1695,0.1001,0.8514,0.6249,0.3937,0.7257,0.5183,0.6599,0.5395,0.2166,HOME_WIN
2026-09-18T07:15:29Z,2026-09-18,leagues,1576187,2026-09-18T16:30:00Z,Germany_2_Bundesliga,VfL Wolfsburg,SV Darmstadt 98,v3/binary,0.4598,0.3817,0.1449,0.7966,0.5026,0.5191,0.7509,0.6557,0.6569,0.5318,0.0884,DRAW
2026-09-18T07:15:29Z,2026-09-18,leagues,1520889,2026-09-18T22:30:00Z,Serie_B_Brazil,Vila Nova,America Mineiro,v3/binary,0.7433,0.2165,0.0494,0.7812,0.5545,0.4180,0.6658,0.5359,0.7569,0.4438,0.0500,HOME_WIN
2026-09-18T07:15:29Z,2026-09-18,leagues,1551804,2026-09-18T18:00:00Z,Eerste_Divisie,Waalwijk,MVV,v3/binary,0.4537,0.4031,0.1431,0.8945,0.5086,0.4677,0.5964,0.7100,0.5172,0.4850,0.1672,
2026-09-18T07:15:29Z,2026-09-18,leagues,1558229,2026-09-18T16:00:00Z,Polish_1_Liga,Warta Poznań,Puszcza Niepołomice,v3/binary,0.3597,0.2767,0.3636,0.6494,0.5827,0.4417,0.6771,0.5126,0.6694,0.3466,0.1967,
2026-09-18T07:15:29Z,2026-09-18,leagues,1553179,2026-09-18T16:00:00Z,Ekstraklasa,Widzew Łódź,Wieczysta Kraków,v3/binary,0.6350,0.1604,0.2046,0.7597,0.5177,0.4913,0.6414,0.4862,0.5910,0.4004,0.3302,
2026-09-18T07:15:29Z,2026-09-18,leagues,1553180,2026-09-18T18:30:00Z,Ekstraklasa,Wisla Krakow,Slask Wroclaw,v3/binary,0.4994,0.3356,0.1547,0.8958,0.6978,0.3016,0.5336,0.7165,0.4848,0.4719,0.0500,DRAW
2026-09-18T07:15:29Z,2026-09-18,leagues,1567912,2026-09-18T16:30:00Z,Austrian_2_Liga,WSPG Wels,First Vienna,v3/binary,0.2291,0.1605,0.6103,0.6298,0.4300,0.5765,0.7345,0.4377,0.6699,0.3789,0.3244,
2026-09-18T07:15:29Z,2026-09-18,leagues,1561667,2026-09-18T16:00:00Z,Polish_2_Liga,Zawisza Bydgoszcz,Górnik Łęczna,v3/binary,0.3955,0.1836,0.4209,0.8578,0.5896,0.4278,0.5571,0.5116,0.5437,0.4165,0.3028,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,cups,1637519,2026-09-18T19:30:00Z,Taca_de_Portugal,Real,Academica,v3/binary,0.4910,0.2977,0.2113,0.6228,0.4320,0.5656,0.9500,0.3490,0.6995,0.4021,0.2035,UNDER_3_5
2026-09-18T07:15:29Z,2026-09-18,cups,1638819,2026-09-18T18:45:00Z,FA_Cup_England,Worcester City,Stratford Town,v3/binary,0.3201,0.3322,0.3477,0.6970,0.4119,0.5724,0.8087,0.5545,0.7708,0.5709,0.1451,
2026-09-18T07:15:29Z,2026-09-18,cups,1638820,2026-09-18T18:45:00Z,FA_Cup_England,Yate Town,Chippenham Town,v3/binary,0.3675,0.3152,0.3173,0.8323,0.5057,0.4864,0.5157,0.5351,0.5454,0.3950,0.2904,OVER_1_5
2026-09-18T07:15:29Z,2026-09-18,women,1593138,2026-09-18T16:30:00Z,Frauen_Bundesliga,1899 Hoffenheim W,VfL Wolfsburg W,v3/binary,0.1036,0.1753,0.6985,0.6523,0.4701,0.5545,0.5950,0.4827,0.4644,0.3064,0.0956,AWAY_WIN
2026-09-18T07:15:29Z,2026-09-18,women,1573584,2026-09-18T18:00:00Z,Primera_Division_Femenina,Deportivo Alavés W,Barcelona W,v3/binary,0.0870,0.1131,0.8506,0.9001,0.6795,0.3078,0.4672,0.4195,0.4213,0.3791,0.0500,AWAY_WIN
2026-09-18T07:15:29Z,2026-09-18,women,1580933,2026-09-18T17:00:00Z,Feminine_Division,Le Havre W,Lyon W,v3/binary,0.1449,0.2142,0.6571,0.9395,0.8237,0.1775,0.3617,0.4966,0.4264,0.3384,0.0605,AWAY_WIN
2026-09-18T07:15:29Z,2026-09-18,women,1495561,2026-09-18T17:00:00Z,Damallsvenskan_Sweden,Malmö FF W,Djurgården W,v3/binary,0.7736,0.1349,0.0915,0.6971,0.6300,0.3684,0.5679,0.3118,0.3848,0.2702,0.2277,UPSET
2026-09-18T07:15:29Z,2026-09-18,women,1607677,2026-09-18T18:00:00Z,England_WSL,Manchester City W,Liverpool W,v3/binary,0.8723,0.0792,0.0485,0.6544,0.5034,0.5036,0.5058,0.4719,0.4448,0.2751,0.0598,
2026-09-18T07:15:29Z,2026-09-18,women,1580935,2026-09-18T19:00:00Z,Feminine_Division,Paris Saint Germain W,Nantes W,v3/binary,0.6589,0.2958,0.0454,0.9500,0.5216,0.4617,0.7587,0.4659,0.6771,0.5683,0.0797,
2026-09-18T07:15:29Z,2026-09-18,women,1580936,2026-09-18T17:00:00Z,Feminine_Division,Strasbourg W,Paris FC W,v3/binary,0.1363,0.0478,0.8400,0.9106,0.6641,0.3427,0.6918,0.3099,0.7397,0.5940,0.1872,AWAY_WIN
